,WORD,WORD.left,FREQ,cor.tok
1982,וִוילסט,וִוילסט,1,
1983,וִוילְסְט,וִוילְסְט,1,
600,וִוילְסְטוּ,וִוילְסְטוּ,3,
1984,וִוילסְטוּז,וִוילסְטוּז,1,
918,וִוילען,וִוילען,2,
919,וִוילקאמֶען,וִוילקאמֶען,2,
1986,וִוינואט,וִוינואט,1,
1987,וִוינשען,וִוינשען,1,
1988,וִויסט,וִויסט,1,
1989,וִויסטֶע,וִויסטֶע,1,
601,וִויסען,וִויסען,3,
1990,וִויעגֶעלע,וִויעגֶעלע,1,
159,וִויעדֶער,וִויעדֶער,14,
1991,וִויענֶעלע,וִויענֶעלע,1,
1992,וִויפִיעל,וִויפִיעל,1,
1993,וִויקֶעלט,וִויקֶעלט,1,
921,וִויר,וִויר,2,
213,וִוירד,וִוירד,10,
922,וִוירְד,וִוירְד,2,
1994,וִוירסט,וִוירסט,1,
1995,וִוירְסְטו,וִוירְסְטו,1,
1997,וִוירְסְטוּּ,וִוירְסְטוּּ,1,
602,וועג,וועג,3,
1998,וֶועג,וֶועג,1,
1999,וועגֶעלע,וועגֶעלע,1,
214,וועגֶען,וועגֶען,10,
923,וֶועגֶען,וֶועגֶען,2,
2000,וֶועהלט,וֶועהלט,1,
2001,וֶועהלען,וֶועהלען,1,
2002,וֶועהמֶען,וֶועהמֶען,1,
2003,וֶועהנליך,וֶועהנליך,1,
2004,וֶועהרט,וֶועהרט,1,
2005,וֶועהרֶענד,וֶועהרֶענד,1,
924,וועזען,וועזען,2,
2006,וָועט,וָועט,1,
603,ווֶעל,ווֶעל,3,
251,וֶועלט,וֶועלט,8,
2007,וֶועלְט,וֶועלְט,1,
925,וֶועלטֶען,וֶועלטֶען,2,
231,וֶועלכע,וֶועלכע,9,
927,וֶועלכעם,וֶועלכעם,2,
463,וֶועלכען,וֶועלכען,4,
464,וֶועלכעס,וֶועלכעס,4,
604,וֶועלכער,וֶועלכער,3,
232,וֶועלען,וֶועלען,9,
2009,וועמֶעם,וועמֶעם,1,
284,וועמֶען,וועמֶען,7,
928,וועמֶעס,וועמֶעס,2,
2010,וועָן,וועָן,1,
2011,ווענדֶעסט,ווענדֶעסט,1,
2012,ווענטיל,ווענטיל,1,
2013,וועניג,וועניג,1,
2014,ווענינקטֶענס,ווענינקטֶענס,1,
605,וועסט,וועסט,3,
2015,וועסטו,וועסטו,1,
2016,וֶוערד,וֶוערד,1,
929,וֶוערדֶע,וֶוערדֶע,2,
2017,וֶוערדֶען,וֶוערדֶען,1,
2018,וֶוערוּם,וֶוערוּם,1,
252,וֶוערט,וֶוערט,8,
382,וֶוערטה,וֶוערטה,5,
2019,וֶוערטי,וֶוערטי,1,
2020,וֶוערטֶע,וֶוערטֶע,1,
2021,וֶוערטֶען,וֶוערטֶען,1,
466,וֶוערטֶער,וֶוערטֶער,4,
930,וֶוערין,וֶוערין,2,
170,וֶוערֶען,וֶוערֶען,13,
2022,וֶוערָען,וֶוערָען,1,
931,וֶוערפט,וֶוערפט,2,
2023,וֶוערפֿט,וֶוערפֿט,1,
932,וֶוערפֶען,וֶוערפֶען,2,
2024,וֶוערקצייג,וֶוערקצייג,1,
933,וִיבַשֵר,וִיבַשֵר,2,
2025,וַייט,וַייט,1,
2026,וכט,וכט,1,
2027,ומז'ט,ומז'ט,1,
2028,וְנֶהָמות,וְנֶהָמות,1,
2029,וְשָלום,וְשָלום,1,
2030,ושקר,ושקר,1,
606,ז,ז,3,
2031,זָאָ,זָאָ,1,
2032,זָאאָל,זָאאָל,1,
2033,זָאַאַל,זָאַאַל,1,
2034,זָאגַאר,זָאגַאר,1,
2035,זאַגְט,זאַגְט,1,
607,זָאגט,זָאגט,3,
2036,זָאגְסְט,זָאגְסְט,1,
608,זָאגֶען,זָאגֶען,3,
2037,זָאַכע,זָאַכע,1,
2038,זָאלזִי,זָאלזִי,1,
253,זָאלט,זָאלט,8,
2039,זָאלכט,זָאלכט,1,
934,זָאלכע,זָאלכע,2,
609,זָאלסט,זָאלסט,3,
185,זָאלסטוּ,זָאלסטוּ,12,
935,זָאלֶען,זָאלֶען,2,
328,זָאַלֶען,זָאַלֶען,6,
936,זָאלצֶען,זָאלצֶען,2,
2040,זָאמֶען,זָאמֶען,1,
2041,זָאנאר,זָאנאר,1,
468,זָאנט,זָאנט,4,
937,זָאַנט,זָאַנט,2,
2042,זָאָנט,זָאָנט,1,
2043,זָאנסט,זָאנסט,1,
2044,זָאנֶע,זָאנֶע,1,
2045,זָאנֶען,זָאנֶען,1,
2046,זַאנְפְט,זַאנְפְט,1,
611,זָאנפטֶע,זָאנפטֶע,3,
2047,זָארגֶע,זָארגֶע,1,
2048,זָארְגֶען,זָארְגֶען,1,
2049,זבריה,זבריה,1,
2050,זו,זו,1,
469,זוהן,זוהן,4,
938,זוּהן,זוּהן,2,
2051,זוּכט,זוּכט,1,
2052,זוּכסטוּ,זוּכסטוּ,1,
383,זוּכען,זוּכען,5,
939,זוּנדֶערן,זוּנדֶערן,2,
286,זי,זי,7,
470,זִיָא,זִיָא,4,
2053,זִידְבורֶה'לֶע,זִידְבורֶה'לֶע,1,
2054,זִיהן,זִיהן,1,
146,זִיי,זִיי,16,
2056,זִייד,זִייד,1,
2057,זַיידֶען,זַיידֶען,1,
2058,זֵייטֶע,זֵייטֶע,1,
940,זיין,זיין,2,
2059,זֵײן,זֵײן,1,
204,זַיין,זַיין,11,
2060,זֵיינִיטְוֶועגֶען,זֵיינִיטְוֶועגֶען,1,
2061,זִיינים,זִיינים,1,
2062,זִיינינֶע,זִיינינֶע,1,
2063,זיינֶע,זיינֶע,1,
2064,זֵיינֶע,זֵיינֶע,1,
2065,זֵיינֶעט,זֵיינֶעט,1,
942,זַיינֶער,זַיינֶער,2,
2067,זֵייעֶר,זֵייעֶר,1,
2068,זייערֶע,זייערֶע,1,
2069,זִייפצֶער,זִייפצֶער,1,
384,זִיךְ,זִיךְ,5,
471,זִיכער,זִיכער,4,
2070,זִיכערן,זִיכערן,1,
2071,זיכֶערֶע,זיכֶערֶע,1,
2072,זִינג,זִינג,1,
329,זִינגט,זִינגט,6,
385,זִינגֶען,זִינגֶען,5,
2073,זִינגֶענד,זִינגֶענד,1,
2074,זינגֶענדיג,זינגֶענדיג,1,
612,זִינד,זִינד,3,
943,זִינֶען,זִינֶען,2,
2075,זִינקֶען,זִינקֶען,1,
2076,זִיס,זִיס,1,
2077,זִיסֶעם,זִיסֶעם,1,
2078,זִיען,זִיען,1,
330,זִיעס,זִיעס,6,
2079,זִיעסע,זִיעסע,1,
2080,זִיעָסע,זִיעָסע,1,
2081,זִיפּעט,זִיפּעט,1,
2082,זיפץ,זיפץ,1,
2083,זִיפצט,זִיפצט,1,
386,זִיצט,זִיצט,5,
2084,זָכוּר,זָכוּר,1,
2085,זכוּתו,זכוּתו,1,
2086,זמר,זמר,1,
2087,זֶעגְנֶע,זֶעגְנֶע,1,
2088,זֶעגֶענְט,זֶעגֶענְט,1,
2089,זֶעהזִי,זֶעהזִי,1,
287,זֶעהט,זֶעהט,7,
2090,זֶעהנזוּכט,זֶעהנזוּכט,1,
2091,זֶעהנֶע,זֶעהנֶע,1,
473,זֶעהסְטוּ,זֶעהסְטוּ,4,
945,זֶעהע,זֶעהע,2,
2092,זֶעהֶענְדִיג,זֶעהֶענְדִיג,1,
2093,זֶעהֶענְדִיגֶען,זֶעהֶענְדִיגֶען,1,
613,זֶעהֶענְדֶען,זֶעהֶענְדֶען,3,
946,זֶעהֶענְדֶער,זֶעהֶענְדֶער,2,
387,זֶעהר,זֶעהר,5,
2094,זעלבסט,זעלבסט,1,
331,זעלבּסט,זעלבּסט,6,
388,זעלבֶּע,זעלבֶּע,5,
2095,זעלבֶּען,זעלבֶּען,1,
947,זעלטֶענֶע,זעלטֶענֶע,2,
2096,זעליגֶען,זעליגֶען,1,
172,זענט,זענט,13,
2097,זֶענְט,זֶענְט,1,
2098,זעסעלע,זעסעלע,1,
389,זעעלע,זעעלע,5,
2099,זעצט,זעצט,1,
2100,זעצֶען,זעצֶען,1,
332,ח,ח,6,
2101,חַ,חַ,1,
288,חא,חא,7,
2102,חאַ,חאַ,1,
948,חאטש,חאטש,2,
2103,חאטשע,חאטשע,1,
2104,חַאפּ,חַאפּ,1,
2105,חאפט,חאפט,1,חאפּט
2106,חאפּט,חאפּט,1,
139,חד,חד,17,
2107,חודש,חודש,1,
474,חוזק,חוזק,4,
2108,חון,חון,1,
949,חופה,חופה,2,חוּפּה
2109,חוּפה,חוּפה,1,חוּפּה
289,חוּפּה,חוּפּה,7,
615,חזן,חזן,3,חַזָן
616,חַזָן,חַזָן,3,
2110,חַּזָן,חַּזָן,1,חַזָן
2111,חַזֶנְ'טֶע,חַזֶנְ'טֶע,1,
2112,חַזָן'טֶע,חַזָן'טֶע,1,חַזֶנְ'טֶע
2113,חַזָן'ס,חַזָן'ס,1,
2114,חַזָן‘ס,חַזָן‘ס,1,חַזָן'ס
2115,חַזָןטֶע,חַזָןטֶע,1,
2116,חזניש,חזניש,1,
186,חי,חי,12,
2117,חילק,חילק,1,
2118,חין,חין,1,
2119,חָכָם,חָכָם,1,
2120,חכמה,חכמה,1,
950,חלום,חלום,2,חָלום
475,חָלום,חָלום,4,
2121,חָלום'ט,חָלום'ט,1,
2122,חלומות,חלומות,1,
617,חלילה,חלילה,3,
2123,חליפֶעט,חליפֶעט,1,
2124,חליפֶענד,חליפֶענד,1,
2125,חלעבֶּען,חלעבֶּען,1,
2126,חלען,חלען,1,
2127,חלש'ן,חלש'ן,1,
2128,חלשן,חלשן,1,
2129,חלשען,חלשען,1,
2130,חְֵמָתְך,חְֵמָתְך,1,חְֵמָתְך
2131,חְֵמָתְך,חְֵמָתְך,1,
951,חן'טֶע,חן'טֶע,2,
952,חן'ס,חן'ס,2,
2132,חנוּת,חנוּת,1,
2133,חַס,חַס,1,
953,חסרון,חסרון,2,
2134,חען,חען,1,
954,חרוסת,חרוסת,2,
955,חתוּנה,חתוּנה,2,
390,חתן,חתן,5,
2135,חתנ'ס,חתנ'ס,1,
2136,ט,ט,1,
2137,טאבּילע,טאבּילע,1,
2138,טַאגֶע,טַאגֶע,1,
2139,טַאטֶעס,טַאטֶעס,1,
2140,טָאכְטֶערס,טָאכְטֶערס,1,
2141,טאנֶע,טאנֶע,1,טאנץ
618,טאנץ,טאנץ,3,
2142,טַאנְצְט,טַאנְצְט,1,
957,טאנצֶעשע,טאנצֶעשע,2,
2143,טאַפט,טאַפט,1,
2144,טאַקטֶען,טאַקטֶען,1,
476,טאקי,טאקי,4,
958,טאקֶע,טאקֶע,2,טאָקֶע
959,טאָקֶע,טאָקֶע,2,
2145,טארבֶּעס,טארבֶּעס,1,
218,טאש,טאש,10,
477,טאשע,טאשע,4,
2146,טהָאטֶען,טהָאטֶען,1,
2147,טהוּ,טהוּ,1,
290,טהוּט,טהוּט,7,טְהוּט
960,טְהוּט,טְהוּט,2,
173,טהון,טהון,13,טְהוּן
233,טהוּן,טהוּן,9,טְהוּן
333,טְהון,טְהון,6,טְהוּן
391,טְהוּן,טְהוּן,5,
2148,טְהוסְטוּ,טְהוסְטוּ,1,טְהוּסְטוּ
961,טְהוּסְטוּ,טְהוּסְטוּ,2,
2149,טהוּע,טהוּע,1,
2150,טהייערֶע,טהייערֶע,1,
2151,טהייערֶער,טהייערֶער,1,
962,טהיר,טהיר,2,טְהִיר
2152,טְהְיר,טְהְיר,1,טְהִיר
619,טְהִיר,טְהִיר,3,
160,טוב,טוב,14,
963,טובָה,טובָה,2,
620,טובות,טובות,3,
2153,טוֶועה,טוֶועה,1,
2154,טויבּ,טויבּ,1,
964,טויג,טויג,2,
478,טויזענד,טויזענד,4,
965,טויזֶענְד,טויזֶענְד,2,
2155,טויזענדֶע,טויזענדֶע,1,
2156,טויזענר,טויזענר,1,
2157,טועה,טועה,1,
2158,טייבֶּעלע,טייבֶּעלע,1,
621,טייערֶע,טייערֶע,3,
2159,טייערֶעם,טייערֶעם,1,
622,טייפֶעל,טייפֶעל,3,
2160,טיען,טיען,1,
479,טיש,טיש,4,
2161,טֶע,טֶע,1,
966,טֶעכטֶעריל,טֶעכטֶעריל,2,
2162,טֶעכטֶערליך,טֶעכטֶערליך,1,
967,טֶעלער,טֶעלער,2,
2163,טֶערְק,טֶערְק,1,
2164,טפוי,טפוי,1,
2165,טראגֶען,טראגֶען,1,
2166,טראַכט,טראַכט,1,
2167,טראנֶען,טראנֶען,1,
2168,טרויָאוּנג,טרויָאוּנג,1,
969,טרוים,טרוים,2,
2169,טרויסט,טרויסט,1,
2170,טרויען,טרויען,1,
2171,טְרוּקֶענְט,טְרוּקֶענְט,1,
2172,טרייבט,טרייבט,1,
2173,טריימֶענד,טריימֶענד,1,
2174,טְרַייעֶם,טְרַייעֶם,1,
970,טְרַייעֶס,טְרַייעֶס,2,
2176,טְרַייעֶר,טְרַייעֶר,1,
2177,טריישאפט,טריישאפט,1,
2178,טְרִינְקֶען,טְרִינְקֶען,1,
971,טרֶעטֶען,טרֶעטֶען,2,
482,טרֶעפֶען,טרֶעפֶען,4,
2179,טרֶער,טרֶער,1,
392,טרֶערֶען,טרֶערֶען,5,
972,טשעק,טשעק,2,
205,יָאָ,יָאָ,11,
623,יָאהר,יָאהר,3,
484,יָאָהר,יָאָהר,4,
973,יָאהרֶען,יָאהרֶען,2,
974,יָאהרֶען,יָאהרֶען,2,
2180,יָאכגֶע,יָאכגֶע,1,יַאכְנֶע
255,יָאַכגֶע,יָאַכגֶע,8,יַאכְנֶע
975,יָאָכגֶע,יָאָכגֶע,2,יַאכְנֶע
976,יאכנֶע,יאכנֶע,2,יַאכְנֶע
2181,יאַכנֶע,יאַכנֶע,1,יַאכְנֶע
2182,יַאכְנֶע,יַאכְנֶע,1,
624,יָאכנֶע,יָאכנֶע,3,יַאכְנֶע
91,יָאַכנֶע,יָאַכנֶע,29,יַאכְנֶע
485,יָאָכנֶע,יָאָכנֶע,4,יַאכְנֶע
2183,יָאַמֶער,יָאַמֶער,1,
2184,יְבָרֵך,יְבָרֵך,1,
2185,יגן,יגן,1,
2186,ידַאלֶען,ידַאלֶען,1,
2187,יהוּדָא'לע,יהוּדָא'לע,1,
2188,יהוּרהלע,יהוּרהלע,1,
2189,יוגֶענְד,יוגֶענְד,1,
393,יוּד,יוּד,5,
2190,יוּדָא'לע,יוּדָא'לע,1,
291,יודאלע,יודאלע,7,
2191,יודָאַלֶע,יודָאַלֶע,1,
2192,יוּדאלע,יוּדאלע,1,
2193,יוּדַאלֶע'ן,יוּדַאלֶע'ן,1,
2194,יוּדַאלֶע'ס,יוּדַאלֶע'ס,1,
256,יוּדַאלֶען,יוּדַאלֶען,8,
2195,יודָאַלֶעס,יודָאַלֶעס,1,
2196,יוּדַאלֶעס,יוּדַאלֶעס,1,
2197,יוּדִישע,יוּדִישע,1,יוּדִישֶע
2198,יוּדִישֶע,יוּדִישֶע,1,
2199,יודֶעל,יודֶעל,1,
977,יוּדֶעלע,יוּדֶעלע,2,
978,יוּדֶעלעך,יוּדֶעלעך,2,
2200,יודֶען,יודֶען,1,יוּדֶען
2201,יוּדֶען,יוּדֶען,1,יוּדֶען
2202,יוּדֶען,יוּדֶען,1,
2203,יוּדֶענֶעס,יוּדֶענֶעס,1,
2204,יוּך,יוּך,1,
2205,יוּךאַלֶע,יוּךאַלֶע,1,יוּדאַלֶע
2206,יום,יום,1,
979,יוּנג,יוּנג,2,
2207,יוּנגסטֶע,יוּנגסטֶע,1,
980,יונגֶע,יונגֶע,2,
981,יוּנגֶעל,יוּנגֶעל,2,
982,יונגֶער,יונגֶער,2,
625,יוּנגֶער,יוּנגֶער,3,
983,יוּנְגֶערמַאָן,יוּנְגֶערמַאָן,2,
2209,יוסף,יוסף,1,
2210,יוראַלֶע,יוראַלֶע,1,
2211,יורש,יורש,1,
985,יחיד,יחיד,2,
2212,יָחִיד’ל,יָחִיד’ל,1,
2213,יחידל,יחידל,1,
986,יידָאַלֶע,יידָאַלֶע,2,
2214,יכא,יכא,1,
2215,יסוּרים,יסוּרים,1,
2216,יסוּרים'לעך,יסוּרים'לעך,1,
2217,יעדֶע,יעדֶע,1,יעדֶע
2218,יעדֶעם,יעדֶעם,1,
626,יעדֶען,יעדֶען,3,
486,יעדֶער,יעדֶער,4,
2219,יעהריג,יעהריג,1,
2220,יעהרינֶער,יעהרינֶער,1,
2221,יֶעכְטְץ,יֶעכְטְץ,1,
2222,יעמאַנד,יעמאַנד,1,
2223,יעמאנדֶען,יעמאנדֶען,1,
487,יענֶע,יענֶע,4,
2224,יענֶעם,יענֶעם,1,
2225,יענֶער,יענֶער,1,
2226,יעָנקֶעלע,יעָנקֶעלע,1,
257,יעצט,יעצט,8,יֶעצְט
627,יֶעצְט,יֶעצְט,3,
46,ירוהם,ירוהם,63,
394,ירוּהם,ירוּהם,5,
2227,ירוהס,ירוהס,1,
2228,ירוחט,ירוחט,1,
99,ירוחם,ירוחם,26,ירוהם
2229,ירוּחם,ירוּחם,1,ירוהם
2230,ירוחם'ס,ירוחם'ס,1,
987,ירוחס,ירוחס,2,
2231,יש,יש,1,
2232,יְשועות,יְשועות,1,
988,יִשְלַח,יִשְלַח,2,
2233,ישמרני,ישמרני,1,
2234,יתום,יתום,1,יָתום
2235,יָתום,יָתום,1,
2236,יְתומִים,יְתומִים,1,
2237,כְ’הָאבּ,כְ’הָאבּ,1,
2238,כּהן,כּהן,1,
2239,כַּוָנָה,כַּוָנָה,1,
2240,כּוס,כּוס,1,
2241,כּחַ,כּחַ,1,
2242,כּל,כּל,1,כָּל
2243,כָּל,כָּל,1,
174,כּלה,כּלה,13,כַּלָה
989,כַּלָה,כַּלָה,2,
2244,כע,כע,1,
2245,לאהן,לאהן,1,
258,לאז,לאז,8,לאַז
990,לאַז,לאַז,2,
488,לאזט,לאזט,4,לאָזט
991,לאָזט,לאָזט,2,
992,לֶאזְט,לֶאזְט,2,
993,לָאזְט,לָאזְט,2,
630,לאט,לאט,3,
994,לאָט,לאָט,2,
995,לאטיינֶער,לאטיינֶער,2,
996,לאטישע,לאטישע,2,
2246,לאך,לאך,1,
2247,לאַכט,לאַכט,1,
2248,לַאכְסְט,לַאכְסְט,1,
2249,לָאמֶער,לָאמֶער,1,
2250,לַאנְגאם,לַאנְגאם,1,
997,לַאנְגזָאם,לַאנְגזָאם,2,
2251,לאַנט,לאַנט,1,
631,לאסט,לאסט,3,
2252,לאַסט,לאַסט,1,
2253,לאָסט,לאָסט,1,
998,לאסען,לאסען,2,
2254,לאען,לאען,1,
2255,לבנוּ,לבנוּ,1,
632,לויט,לויט,3,
2256,לויף,לויף,1,
633,לויפט,לויפט,3,
2257,לויפֶען,לויפֶען,1,
2258,לוּפט,לוּפט,1,
2259,לַטוב,לַטוב,1,
2260,לטובה,לטובה,1,
2261,לֵיבּ,לֵיבּ,1,
2262,לִיגְט,לִיגְט,1,
2263,ליגֶען,ליגֶען,1,
634,ליגֶענד,ליגֶענד,3,
2264,ליגֶענט,ליגֶענט,1,
2265,ליגֶעער,ליגֶעער,1,
2266,לידֶעלע,לידֶעלע,1,
999,לייד,לייד,2,
2267,ליידֶען,ליידֶען,1,לֵיידֶען
2268,לֵיידֶען,לֵיידֶען,1,
2269,לַיידֶען,לַיידֶען,1,
2270,ליידֶענשאפט,ליידֶענשאפט,1,
2271,ליידֶענשאפטליך,ליידֶענשאפטליך,1,
1000,ליידֶער,ליידֶער,2,
1001,לייכט,לייכט,2,
2272,לייצֶעס,לייצֶעס,1,
206,ליכט,ליכט,11,
1002,ליכטיגֶע,ליכטיגֶע,2,
2273,לִיכְטֶענְדֶער,לִיכְטֶענְדֶער,1,
2274,לינֶען,לינֶען,1,
2275,לינקֶער,לינקֶער,1,
219,ליעבּ,ליעבּ,10,לִיעבּ
2276,לִיעב,לִיעב,1,לִיעבּ
1003,לִיעבּ,לִיעבּ,2,
1004,ליעבּט,ליעבּט,2,
128,ליעבֶּע,ליעבֶּע,18,לִיעבֶּע
2277,לִיעבֶּע,לִיעבֶּע,1,
1005,לִיעבֶּע,לִיעבֶּע,2,
1006,ליעבֶּען,ליעבֶּען,2,
490,ליעבֶּעס,ליעבֶּעס,4,לִיעבֶּעס
2278,לִיעבֶּעס,לִיעבֶּעס,1,
2279,ליעבֶּעספאַלֶע,ליעבֶּעספאַלֶע,1,
2280,ליעבֶּער,ליעבֶּער,1,לִיעבֶּער
334,ליעבֶּער,ליעבֶּער,6,לִיעבֶּער
635,לִיעבֶּער,לִיעבֶּער,3,
2281,ליעגט,ליעגט,1,
2282,ליעגֶע,ליעגֶע,1,
2283,ליעד,ליעד,1,
2284,ליעכע,ליעכע,1,
491,ליענט,ליענט,4,
2285,ליענֶען,ליענֶען,1,
1007,ליפּען,ליפּען,2,
2286,לכבוך,לכבוך,1,
2287,לְכָכוֹד,לְכָכוֹד,1,
2288,לְמַעְן,לְמַעְן,1,
2289,למְָשָל,למְָשָל,1,
2290,לֶנוּ,לֶנוּ,1,
636,לָנוּ,לָנוּ,3,
2291,לעבּ,לעבּ,1,
2292,לעבּט,לעבּט,1,
2293,לעבען,לעבען,1,לֶעבֶּען
92,לעבֶּען,לעבֶּען,29,לֶעבֶּען
395,לֶעבֶּען,לֶעבֶּען,5,
396,לֶעבֶּען,לֶעבֶּען,5,
637,לעגט,לעגט,3,
2294,לעגֶען,לעגֶען,1,
2295,לעוִוין,לעוִוין,1,
2296,לעזט,לעזט,1,
2297,לעך,לעך,1,
2298,לעכטיגֶע,לעכטיגֶע,1,
2299,לעמֶעלע,לעמֶעלע,1,
2300,לעצט,לעצט,1,
638,לעצטֶע,לעצטֶע,3,
2301,לעקֶעש,לעקֶעש,1,
2302,לעקציע,לעקציע,1,
2303,לערנט,לערנט,1,לֶערְנְט
1008,לערנֶען,לערנֶען,2,לֶערְנֶען
2304,לֶערְנֶען,לֶערְנֶען,1,
1009,לשון,לשון,2,
2305,מ,מ,1,
2306,מ05,מ05,1,
639,מאהל,מאהל,3,מָאהל
2307,מאָהל,מאָהל,1,מָאהל
2308,מָאהל,מָאהל,1,
2309,מאָהלער,מאָהלער,1,
2310,מאַין,מאַין,1,מַאַיִן
2311,מַאַיִן,מַאַיִן,1,
492,מאך,מאך,4,
640,מאכט,מאכט,3,
493,מאַכט,מאַכט,4,
1010,מאכסט,מאכסט,2,
2312,מאכסטוּ,מאכסטוּ,1,
1011,מאכע,מאכע,2,
189,מאכען,מאכען,12,
2313,מאַכען,מאַכען,1,
1012,מאכער,מאכער,2,
292,מאל,מאל,7,מָאל
494,מאַל,מאַל,4,מָאל
1013,מאָל,מאָל,2,מָאל
1014,מָאל,מָאל,2,
2314,מאַלֶער,מאַלֶער,1,
397,מאמֶע,מאמֶע,5,
641,מאמֶען,מאמֶען,3,מַאמֶען
2315,מַאמֶען,מַאמֶען,1,
117,מאָן,מאָן,19,
1015,מַאן,מַאן,2,
2316,מאָן'ס,מאָן'ס,1,
2317,מאנט,מאנט,1,
1016,מאנכע,מאנכע,2,
2318,מאָסט,מאָסט,1,
2319,מאָסטוּ,מאָסטוּ,1,
2320,מאסקֶע,מאסקֶע,1,
642,מארגֶען,מארגֶען,3,מָארְגֶען
2321,מאָרגֶען,מאָרגֶען,1,מָארְגֶען
1017,מָארְגֶען,מָארְגֶען,2,
2322,מָארְגֶענשְְטֶערְן,מָארְגֶענשְְטֶערְן,1,
2323,מארטירֶערין,מארטירֶערין,1,
2324,מארנֶען,מארנֶען,1,
2325,מארק,מארק,1,
2326,מארקט,מארקט,1,
2327,מבינות,מבינות,1,
2328,מדר,מדר,1,
1018,מַה,מַה,2,
2329,מהוּמה,מהוּמה,1,
2330,מוז,מוז,1,מוּז
175,מוּז,מוּז,13,
2331,מוּזט,מוּזט,1,
2332,מוזיק,מוזיק,1,
2333,מוּזִיק,מוּזִיק,1,
2334,מוּזִיקאלישער,מוּזִיקאלישער,1,
2335,מוזֶען,מוזֶען,1,
2336,מוחַ,מוחַ,1,
495,מוחל,מוחל,4,
2337,מוּט,מוּט,1,
398,מוטֶער,מוטֶער,5,מוּטֶער
2338,מוּטֶער,מוּטֶער,1,מוּטֶער
643,מוּטֶער,מוּטֶער,3,
220,מויד,מויד,10,
644,מויך,מויך,3,
2339,מוּמחה,מוּמחה,1,
2340,מומֶען,מומֶען,1,
2341,מון,מון,1,מוּן
1019,מוּן,מוּן,2,
2342,מונְטֶער,מונְטֶער,1,
2343,מוּס,מוּס,1,
2344,מוסטוּ,מוסטוּ,1,
1020,מוּסָר,מוּסָר,2,
1021,מוּען,מוּען,2,
2345,מוצא,מוצא,1,
1022,מורא,מורא,2,
2346,מורֶא,מורֶא,1,
2347,מורָא,מורָא,1,
2348,מורה,מורה,1,
2349,מורינוּ,מורינוּ,1,
2350,מזוג,מזוג,1,
259,מזל,מזל,8,
645,מחוּתן,מחוּתן,3,
2351,מחילה,מחילה,1,
2352,מטריח,מטריח,1,
2353,מיהע,מיהע,1,
2354,מיון,מיון,1,
20,מיט,מיט,115,מִיט
147,מִיט,מִיט,16,
646,מיט'ן,מיט'ן,3,
2355,מִיטָאג,מִיטָאג,1,
2356,מיטגֶעריסען,מיטגֶעריסען,1,
1023,מיטלייד,מיטלייד,2,
399,מיטֶעל,מיטֶעל,5,
496,מיטֶען,מיטֶען,4,
2357,מִיטֶערְנַאכְט,מִיטֶערְנַאכְט,1,
335,מיידֶעל,מיידֶעל,6,
1024,מיידֶעלע,מיידֶעלע,2,
2358,מיידֶעלעך,מיידֶעלעך,1,
2359,מייך,מייך,1,
